CARRIER,DEST,DISTANCE,FL_NUM,ORIGIN,Weather,DAY_WEEK,DAY_OF_MONTH,TAIL_NUM,Flight Status,Departure_Time
DH,JFK,228,7808,IAD,0,5,2,N324UE,ontime,[14-15)
DH,JFK,228,7810,IAD,0,5,2,N305UE,ontime,[16-17)
DH,JFK,228,7812,IAD,0,5,2,N322UE,ontime,[17-18)
DH,JFK,228,7814,IAD,0,5,2,N657BR,delayed,[23-24)
DH,JFK,228,7816,IAD,0,5,2,N315UE,ontime,[16-17)
DH,LGA,229,7924,IAD,0,5,2,N709BR,ontime,[21-22)
DL,JFK,213,746,DCA,0,5,2,N964DL,ontime,[14-15)
DL,LGA,214,1746,DCA,0,5,2,N241DL,ontime,[9-10)
DL,LGA,214,1752,DCA,0,5,2,N225DL,ontime,[12-13)
DL,LGA,214,1756,DCA,0,5,2,N241DL,ontime,[14-15)
DL,LGA,214,1762,DCA,0,5,2,N225DL,ontime,[17-18)
DL,LGA,214,1768,DCA,0,5,2,N241DL,ontime,[20-21)
MQ,JFK,213,4752,DCA,0,5,2,N720MQ,ontime,[15-16)
MQ,JFK,213,4760,DCA,0,5,2,N736MQ,ontime,[5-6)
MQ,JFK,213,4784,DCA,0,5,2,N727MQ,ontime,[18-19)
MQ,LGA,214,4956,DCA,0,5,2,N713MQ,ontime,[8-9)
MQ,LGA,214,4960,DCA,0,5,2,N708MQ,ontime,[10-11)
MQ,LGA,214,4964,DCA,0,5,2,N713MQ,ontime,[12-13)
MQ,LGA,214,4966,DCA,0,5,2,N718MQ,ontime,[14-15)
MQ,LGA,214,4968,DCA,0,5,2,N708MQ,ontime,[14-15)
UA,LGA,229,846,IAD,0,5,2,N556UA,ontime,[8-9)
US,LGA,214,2160,DCA,0,5,2,N710UW,ontime,[6-7)
US,LGA,214,2164,DCA,0,5,2,N736UW,ontime,[8-9)
US,LGA,214,2168,DCA,0,5,2,N710UW,ontime,[10-11)
US,LGA,214,2172,DCA,0,5,2,N736UW,ontime,[12-13)
US,LGA,214,2176,DCA,0,5,2,N710UW,ontime,[14-15)
US,LGA,214,2180,DCA,0,5,2,N736UW,ontime,[16-17)
US,LGA,214,2184,DCA,0,5,2,N710UW,ontime,[18-19)
US,LGA,214,2188,DCA,0,5,2,N736UW,ontime,[20-21)
RU,EWR,169,2675,BWI,0,5,2,N19966,ontime,[17-18)
RU,EWR,169,2303,BWI,0,5,2,N12540,ontime,[10-11)
RU,EWR,169,2703,BWI,0,5,2,N16961,ontime,[6-7)
RU,EWR,169,2403,BWI,0,5,2,N12946,ontime,[14-15)
CO,EWR,199,814,DCA,0,5,2,N14342,ontime,[17-18)
CO,EWR,199,808,DCA,0,5,2,N14664,ontime,[13-14)
CO,EWR,199,806,DCA,0,5,2,N11641,ontime,[7-8)
DH,EWR,213,7299,IAD,0,5,2,N679BR,ontime,[8-9)
DH,EWR,213,7303,IAD,0,5,2,N686BR,delayed,[13-14)
DH,EWR,213,7307,IAD,0,5,2,N309UE,delayed,[15-16)
DH,EWR,213,7371,IAD,0,5,2,N312UE,ontime,[6-7)
RU,EWR,199,2181,DCA,0,5,2,N14977,ontime,[16-17)
RU,EWR,213,2855,IAD,0,5,2,N13990,ontime,[6-7)
RU,EWR,199,2582,DCA,0,5,2,N14907,ontime,[8-9)
RU,EWR,199,2761,DCA,0,5,2,N13997,ontime,[6-7)
RU,EWR,213,2497,IAD,0,5,2,N12528,ontime,[16-17)
RU,EWR,213,2385,IAD,0,5,2,N11107,ontime,[18-19)
RU,EWR,213,2692,IAD,0,5,2,N14505,ontime,[12-13)
RU,EWR,213,3276,IAD,0,5,2,N16151,ontime,[8-9)
RU,EWR,199,2336,DCA,0,5,2,N15985,ontime,[18-19)
RU,EWR,199,2879,DCA,0,5,2,N17108,ontime,[20-21)
RU,EWR,199,2216,DCA,0,5,2,N13118,ontime,[13-14)
RU,EWR,213,2156,IAD,0,5,2,N11107,delayed,[15-16)
RU,EWR,199,2261,DCA,0,5,2,N15574,ontime,[15-16)
DH,LGA,229,7208,IAD,0,6,3,N688BR,ontime,[12-13)
DH,LGA,229,7215,IAD,0,6,3,N639BR,ontime,[17-18)
DH,LGA,229,7790,IAD,0,6,3,N696BR,ontime,[6-7)
DH,LGA,229,7792,IAD,0,6,3,N696BR,ontime,[10-11)
DH,JFK,228,7800,IAD,0,6,3,N709BR,ontime,[8-9)
DH,JFK,228,7806,IAD,0,6,3,N327UE,ontime,[12-13)
DH,JFK,228,7808,IAD,0,6,3,N309UE,ontime,[14-15)
DH,JFK,228,7810,IAD,0,6,3,N311UE,ontime,[16-17)
DH,JFK,228,7812,IAD,0,6,3,N327UE,ontime,[17-18)
DH,JFK,228,7814,IAD,0,6,3,N655BR,delayed,[22-23)
DH,JFK,228,7816,IAD,0,6,3,N329UE,ontime,[16-17)
DH,LGA,229,7924,IAD,0,6,3,N688BR,ontime,[21-22)
DL,JFK,213,746,DCA,0,6,3,N997DL,delayed,[15-16)
DL,LGA,214,1744,DCA,0,6,3,N225DL,ontime,[8-9)
DL,LGA,214,1748,DCA,0,6,3,N242DL,ontime,[10-11)
DL,LGA,214,1752,DCA,0,6,3,N225DL,ontime,[12-13)
DL,LGA,214,1756,DCA,0,6,3,N242DL,ontime,[14-15)
DL,LGA,214,1760,DCA,0,6,3,N225DL,ontime,[16-17)
DL,LGA,214,1764,DCA,0,6,3,N242DL,ontime,[18-19)
DL,LGA,214,1768,DCA,0,6,3,N225DL,ontime,[20-21)
MQ,JFK,213,4752,DCA,0,6,3,N734MQ,delayed,[16-17)
MQ,JFK,213,4760,DCA,0,6,3,N712MQ,ontime,[5-6)
MQ,JFK,213,4784,DCA,0,6,3,N709MQ,ontime,[18-19)
MQ,LGA,214,4956,DCA,0,6,3,N739MQ,ontime,[8-9)
MQ,LGA,214,4964,DCA,0,6,3,N739MQ,ontime,[12-13)
UA,LGA,229,846,IAD,0,6,3,N567UA,ontime,[8-9)
US,LGA,214,2160,DCA,0,6,3,N760UW,ontime,[6-7)
US,LGA,214,2164,DCA,0,6,3,N710UW,ontime,[8-9)
US,LGA,214,2168,DCA,0,6,3,N760UW,ontime,[10-11)
US,LGA,214,2172,DCA,0,6,3,N710UW,ontime,[12-13)
US,LGA,214,2176,DCA,0,6,3,N760UW,ontime,[15-16)
US,LGA,214,2180,DCA,0,6,3,N710UW,ontime,[16-17)
US,LGA,214,2184,DCA,0,6,3,N760UW,ontime,[18-19)
RU,EWR,169,2675,BWI,0,6,3,N15574,ontime,[17-18)
RU,EWR,169,2703,BWI,0,6,3,N11536,ontime,[6-7)
RU,EWR,169,2303,BWI,0,6,3,N14907,ontime,[10-11)
RU,EWR,169,2267,BWI,0,6,3,N14974,ontime,[14-15)
CO,EWR,199,808,DCA,0,6,3,N11612,ontime,[12-13)
DH,EWR,213,7299,IAD,0,6,3,N693BR,delayed,[8-9)
DH,EWR,213,7302,IAD,0,6,3,N693BR,ontime,[17-18)
DH,EWR,213,7303,IAD,0,6,3,N672BR,delayed,[13-14)
DH,EWR,213,7304,IAD,0,6,3,N643BR,ontime,[21-22)
DH,EWR,213,7371,IAD,0,6,3,N333UE,ontime,[6-7)
RU,EWR,213,2497,IAD,0,6,3,N17146,ontime,[17-18)
RU,EWR,199,2216,DCA,0,6,3,N17513,ontime,[13-14)
RU,EWR,213,2855,IAD,0,6,3,N14925,ontime,[6-7)
RU,EWR,199,2582,DCA,0,6,3,N14977,ontime,[9-10)
RU,EWR,199,2097,DCA,0,6,3,N14998,ontime,[17-18)
RU,EWR,199,2181,DCA,0,6,3,N13955,ontime,[15-16)
RU,EWR,213,2156,IAD,0,6,3,N12136,ontime,[15-16)
RU,EWR,199,2761,DCA,0,6,3,N14907,ontime,[7-8)
OH,JFK,184,5935,BWI,0,7,4,N973CA,delayed,[16-17)
DH,JFK,213,6155,DCA,0,7,4,N424FJ,ontime,[16-17)
DH,LGA,229,7208,IAD,0,7,4,N632BR,ontime,[12-13)
DH,LGA,229,7211,IAD,0,7,4,N654BR,delayed,[15-16)
DH,LGA,229,7215,IAD,0,7,4,N634BR,delayed,[18-19)
DH,LGA,229,7790,IAD,0,7,4,N654BR,ontime,[6-7)
DH,LGA,229,7792,IAD,0,7,4,N654BR,ontime,[10-11)
DH,JFK,228,7800,IAD,0,7,4,N673BR,ontime,[9-10)
DH,JFK,228,7806,IAD,0,7,4,N330UE,ontime,[12-13)
DH,JFK,228,7808,IAD,0,7,4,N314UE,ontime,[15-16)
DH,JFK,228,7810,IAD,0,7,4,N313UE,ontime,[16-17)
DH,JFK,228,7812,IAD,0,7,4,N312UE,ontime,[17-18)
DH,JFK,228,7814,IAD,0,7,4,N626BR,ontime,[21-22)
DH,JFK,228,7816,IAD,0,7,4,N327UE,ontime,[16-17)
DH,LGA,229,7924,IAD,0,7,4,N674BR,ontime,[21-22)
DL,JFK,213,746,DCA,0,7,4,N912DL,ontime,[15-16)
DL,LGA,214,1744,DCA,0,7,4,N242DL,ontime,[8-9)
DL,LGA,214,1748,DCA,0,7,4,N221DL,ontime,[10-11)
DL,LGA,214,1752,DCA,0,7,4,N242DL,ontime,[12-13)
DL,LGA,214,1756,DCA,0,7,4,N221DL,ontime,[14-15)
DL,LGA,214,1760,DCA,0,7,4,N242DL,ontime,[16-17)
DL,LGA,214,1764,DCA,0,7,4,N221DL,ontime,[18-19)
DL,LGA,214,1768,DCA,0,7,4,N242DL,ontime,[20-21)
MQ,JFK,213,4752,DCA,0,7,4,N712MQ,delayed,[15-16)
MQ,JFK,213,4760,DCA,0,7,4,N737MQ,ontime,[5-6)
MQ,JFK,213,4771,DCA,0,7,4,N719MQ,ontime,[7-8)
MQ,JFK,213,4784,DCA,0,7,4,N727MQ,delayed,[18-19)
MQ,LGA,214,4964,DCA,0,7,4,N737MQ,ontime,[12-13)
MQ,LGA,214,4968,DCA,0,7,4,N727MQ,delayed,[14-15)
MQ,LGA,214,4972,DCA,0,7,4,N708MQ,ontime,[16-17)
MQ,LGA,214,4976,DCA,0,7,4,N719MQ,delayed,[19-20)
UA,LGA,229,846,IAD,0,7,4,N559UA,ontime,[8-9)
US,LGA,214,2164,DCA,0,7,4,N730UW,ontime,[8-9)
US,LGA,214,2166,DCA,0,7,4,N765UW,ontime,[9-10)
US,LGA,214,2168,DCA,0,7,4,N746UW,ontime,[10-11)
US,LGA,214,2170,DCA,0,7,4,N711UW,ontime,[11-12)
US,LGA,214,2172,DCA,0,7,4,N730UW,ontime,[12-13)
US,LGA,214,2174,DCA,0,7,4,N765UW,ontime,[13-14)
US,LGA,214,2176,DCA,0,7,4,N746UW,ontime,[14-15)
US,LGA,214,2178,DCA,0,7,4,N711UW,ontime,[15-16)
US,LGA,214,2180,DCA,0,7,4,N730UW,ontime,[16-17)
US,LGA,214,2182,DCA,0,7,4,N765UW,ontime,[17-18)
US,LGA,214,2184,DCA,0,7,4,N746UW,ontime,[18-19)
US,LGA,214,2186,DCA,0,7,4,N711UW,ontime,[19-20)
US,LGA,214,2188,DCA,0,7,4,N730UW,ontime,[20-21)
RU,EWR,169,2403,BWI,0,7,4,N14943,delayed,[16-17)
RU,EWR,169,2703,BWI,0,7,4,N13949,delayed,[14-15)
RU,EWR,169,2603,BWI,0,7,4,N14933,delayed,[20-21)
RU,EWR,169,2303,BWI,0,7,4,N19966,delayed,[12-13)
CO,EWR,199,808,DCA,0,7,4,N59630,ontime,[12-13)
CO,EWR,199,810,DCA,0,7,4,N16649,delayed,[18-19)
DH,EWR,213,7299,IAD,0,7,4,N640BR,ontime,[8-9)
DH,EWR,213,7302,IAD,0,7,4,N697BR,delayed,[19-20)
DH,EWR,213,7303,IAD,0,7,4,N638BR,delayed,[13-14)
DH,EWR,213,7304,IAD,0,7,4,N697BR,delayed,[22-23)
DH,EWR,213,7307,IAD,0,7,4,N328UE,delayed,[16-17)
RU,EWR,199,2097,DCA,0,7,4,N12136,delayed,[19-20)
RU,EWR,199,2582,DCA,0,7,4,N13992,ontime,[9-10)
RU,EWR,213,3276,IAD,0,7,4,N15985,ontime,[8-9)
RU,EWR,213,2385,IAD,0,7,4,N24128,delayed,[21-22)
RU,EWR,199,2216,DCA,0,7,4,N16987,delayed,[13-14)
RU,EWR,199,2336,DCA,0,7,4,N12569,delayed,[21-22)
RU,EWR,213,2156,IAD,0,7,4,N18101,delayed,[15-16)
OH,JFK,184,5935,BWI,0,1,5,N814CA,delayed,[16-17)
DH,JFK,213,6155,DCA,0,1,5,N424FJ,delayed,[16-17)
DH,LGA,229,7208,IAD,0,1,5,N674BR,delayed,[13-14)
DH,LGA,229,7211,IAD,0,1,5,N643BR,delayed,[16-17)
DH,LGA,229,7215,IAD,0,1,5,N649BR,delayed,[18-19)
DH,LGA,229,7790,IAD,0,1,5,N643BR,delayed,[6-7)
DH,LGA,229,7792,IAD,0,1,5,N643BR,ontime,[10-11)
DH,JFK,228,7800,IAD,0,1,5,N651BR,delayed,[9-10)
DH,JFK,228,7806,IAD,0,1,5,N305UE,delayed,[13-14)
DH,JFK,228,7810,IAD,0,1,5,N331UE,ontime,[17-18)
DH,JFK,228,7812,IAD,0,1,5,N332UE,ontime,[17-18)
DH,JFK,228,7814,IAD,0,1,5,N683BR,delayed,[22-23)
DH,JFK,228,7816,IAD,0,1,5,N303UE,delayed,[16-17)
DH,LGA,229,7924,IAD,0,1,5,N699BR,ontime,[21-22)
DL,JFK,213,746,DCA,0,1,5,N994DL,ontime,[14-15)
DL,LGA,214,1740,DCA,0,1,5,N221DL,ontime,[6-7)
DL,LGA,214,1742,DCA,0,1,5,N241DL,ontime,[7-8)
DL,LGA,214,1744,DCA,0,1,5,N242DL,ontime,[8-9)
DL,LGA,214,1746,DCA,0,1,5,N225DL,ontime,[9-10)
DL,LGA,214,1748,DCA,0,1,5,N223DZ,ontime,[10-11)
DL,LGA,214,1750,DCA,0,1,5,N241DL,ontime,[11-12)
DL,LGA,214,1752,DCA,0,1,5,N242DL,ontime,[12-13)
DL,LGA,214,1754,DCA,0,1,5,N225DL,ontime,[13-14)
DL,LGA,214,1756,DCA,0,1,5,N223DZ,ontime,[14-15)
DL,LGA,214,1760,DCA,0,1,5,N242DL,ontime,[16-17)
DL,LGA,214,1762,DCA,0,1,5,N225DL,ontime,[17-18)
DL,LGA,214,1764,DCA,0,1,5,N223DZ,ontime,[18-19)
DL,LGA,214,1766,DCA,0,1,5,N241DL,delayed,[19-20)
DL,LGA,214,1768,DCA,0,1,5,N242DL,ontime,[20-21)
MQ,JFK,213,4752,DCA,0,1,5,N704MQ,ontime,[15-16)
MQ,JFK,213,4760,DCA,0,1,5,N707MQ,ontime,[5-6)
MQ,LGA,214,4952,DCA,0,1,5,N712MQ,ontime,[6-7)
MQ,LGA,214,4954,DCA,0,1,5,N724MQ,ontime,[7-8)
MQ,LGA,214,4956,DCA,0,1,5,N719MQ,ontime,[8-9)
MQ,LGA,214,4960,DCA,0,1,5,N706MQ,ontime,[11-12)
MQ,LGA,214,4964,DCA,0,1,5,N716MQ,ontime,[12-13)
MQ,LGA,214,4970,DCA,0,1,5,N700MQ,delayed,[16-17)
MQ,LGA,214,4972,DCA,0,1,5,N724MQ,ontime,[17-18)
MQ,LGA,214,4976,DCA,0,1,5,N846MQ,delayed,[19-20)
UA,LGA,229,846,IAD,0,1,5,N516UA,ontime,[8-9)
US,LGA,214,1479,DCA,0,1,5,N765UW,delayed,[6-7)
US,LGA,214,2160,DCA,0,1,5,N762UW,ontime,[6-7)
US,LGA,214,2162,DCA,0,1,5,N750UW,ontime,[7-8)
US,LGA,214,2164,DCA,0,1,5,N733UW,ontime,[9-10)
US,LGA,214,2166,DCA,0,1,5,N767UW,ontime,[9-10)
US,LGA,214,2168,DCA,0,1,5,N762UW,ontime,[10-11)
US,LGA,214,2170,DCA,0,1,5,N750UW,ontime,[11-12)
US,LGA,214,2172,DCA,0,1,5,N733UW,ontime,[12-13)
US,LGA,214,2174,DCA,0,1,5,N767UW,ontime,[13-14)
US,LGA,214,2176,DCA,0,1,5,N762UW,ontime,[15-16)
US,LGA,214,2178,DCA,0,1,5,N750UW,ontime,[16-17)
US,LGA,214,2180,DCA,0,1,5,N733UW,ontime,[16-17)
US,LGA,214,2182,DCA,0,1,5,N767UW,ontime,[17-18)
US,LGA,214,2184,DCA,0,1,5,N762UW,ontime,[18-19)
US,LGA,214,2186,DCA,0,1,5,N750UW,ontime,[19-20)
US,LGA,214,2188,DCA,0,1,5,N733UW,ontime,[21-22)
RU,EWR,169,2703,BWI,0,1,5,N14923,delayed,[7-8)
RU,EWR,169,2403,BWI,0,1,5,N12946,delayed,[15-16)
RU,EWR,169,2303,BWI,0,1,5,N16951,delayed,[12-13)
CO,EWR,199,808,DCA,0,1,5,N14628,delayed,[13-14)
CO,EWR,199,806,DCA,0,1,5,N14654,ontime,[7-8)
CO,EWR,199,814,DCA,0,1,5,N14341,delayed,[18-19)
DH,EWR,213,7299,IAD,0,1,5,N622BR,ontime,[8-9)
DH,EWR,213,7302,IAD,0,1,5,N697BR,delayed,[19-20)
DH,EWR,213,7303,IAD,0,1,5,N664BR,delayed,[13-14)
DH,EWR,213,7304,IAD,0,1,5,N667BR,delayed,[23-24)
DH,EWR,213,7307,IAD,0,1,5,N320UE,delayed,[15-16)
DH,EWR,213,7371,IAD,0,1,5,N330UE,ontime,[6-7)
RU,EWR,199,2761,DCA,0,1,5,N18556,ontime,[7-8)
RU,EWR,199,2582,DCA,0,1,5,N14952,delayed,[10-11)
RU,EWR,213,2692,IAD,0,1,5,N16511,delayed,[13-14)
RU,EWR,199,2879,DCA,0,1,5,N12126,ontime,[21-22)
RU,EWR,213,2855,IAD,0,1,5,N14570,ontime,[6-7)
RU,EWR,199,2216,DCA,0,1,5,N13979,delayed,[14-15)
RU,EWR,199,2336,DCA,0,1,5,N14940,delayed,[21-22)
RU,EWR,213,2156,IAD,0,1,5,N27152,delayed,[16-17)
RU,EWR,213,3276,IAD,0,1,5,N14991,ontime,[8-9)
RU,EWR,199,2261,DCA,0,1,5,N15948,delayed,[16-17)
OH,JFK,184,5935,BWI,0,2,6,N805CA,ontime,[14-15)
DH,LGA,229,7208,IAD,0,2,6,N307UE,ontime,[12-13)
DH,LGA,229,7211,IAD,0,2,6,N676BR,ontime,[14-15)
DH,LGA,229,7215,IAD,0,2,6,N662BR,ontime,[17-18)
DH,LGA,229,7790,IAD,0,2,6,N676BR,ontime,[6-7)
DH,LGA,229,7792,IAD,0,2,6,N676BR,ontime,[10-11)
DH,JFK,228,7800,IAD,0,2,6,N674BR,ontime,[8-9)
DH,JFK,228,7806,IAD,0,2,6,N316UE,ontime,[12-13)
DH,JFK,228,7808,IAD,0,2,6,N315UE,ontime,[14-15)
DH,JFK,228,7810,IAD,0,2,6,N308UE,ontime,[16-17)
DH,JFK,228,7812,IAD,0,2,6,N333UE,delayed,[17-18)
DH,JFK,228,7814,IAD,0,2,6,N694BR,delayed,[21-22)
DH,JFK,228,7816,IAD,0,2,6,N332UE,ontime,[16-17)
DH,LGA,229,7924,IAD,0,2,6,N674BR,ontime,[21-22)
DL,JFK,213,746,DCA,0,2,6,N949DL,ontime,[14-15)
DL,LGA,214,1740,DCA,0,2,6,N223DZ,ontime,[6-7)
DL,LGA,214,1742,DCA,0,2,6,N225DL,ontime,[7-8)
DL,LGA,214,1744,DCA,0,2,6,N242DL,ontime,[8-9)
DL,LGA,214,1746,DCA,0,2,6,N241DL,ontime,[9-10)
DL,LGA,214,1748,DCA,0,2,6,N223DZ,ontime,[10-11)
DL,LGA,214,1750,DCA,0,2,6,N225DL,ontime,[11-12)
DL,LGA,214,1752,DCA,0,2,6,N242DL,ontime,[12-13)
DL,LGA,214,1754,DCA,0,2,6,N241DL,ontime,[13-14)
DL,LGA,214,1756,DCA,0,2,6,N223DZ,ontime,[14-15)
DL,LGA,214,1758,DCA,0,2,6,N225DL,ontime,[15-16)
DL,LGA,214,1760,DCA,0,2,6,N242DL,ontime,[16-17)
DL,LGA,214,1762,DCA,0,2,6,N241DL,ontime,[17-18)
DL,LGA,214,1764,DCA,0,2,6,N223DZ,ontime,[18-19)
DL,LGA,214,1766,DCA,0,2,6,N225DL,ontime,[19-20)
DL,LGA,214,1768,DCA,0,2,6,N242DL,ontime,[20-21)
MQ,JFK,213,4752,DCA,0,2,6,N838MQ,ontime,[15-16)
MQ,JFK,213,4760,DCA,0,2,6,N739MQ,ontime,[5-6)
MQ,JFK,213,4784,DCA,0,2,6,N704MQ,ontime,[18-19)
MQ,LGA,214,4952,DCA,0,2,6,N707MQ,ontime,[6-7)
MQ,LGA,214,4954,DCA,0,2,6,N614MQ,ontime,[8-9)
MQ,LGA,214,4956,DCA,0,2,6,N724MQ,ontime,[8-9)
MQ,LGA,214,4960,DCA,0,2,6,N707MQ,ontime,[11-12)
MQ,LGA,214,4964,DCA,0,2,6,N614MQ,ontime,[13-14)
MQ,LGA,214,4966,DCA,0,2,6,N846MQ,ontime,[13-14)
MQ,LGA,214,4968,DCA,0,2,6,N704MQ,delayed,[15-16)
MQ,LGA,214,4970,DCA,0,2,6,N710MQ,ontime,[15-16)
MQ,LGA,214,4972,DCA,0,2,6,N734MQ,ontime,[16-17)
MQ,LGA,214,4976,DCA,0,2,6,N715MQ,ontime,[19-20)
UA,LGA,229,846,IAD,0,2,6,N501UA,ontime,[8-9)
US,LGA,214,1479,DCA,0,2,6,N764UW,ontime,[6-7)
US,LGA,214,2160,DCA,0,2,6,N721UW,ontime,[6-7)
US,LGA,214,2162,DCA,0,2,6,N719UW,ontime,[7-8)
US,LGA,214,2164,DCA,0,2,6,N733UW,ontime,[8-9)
US,LGA,214,2166,DCA,0,2,6,N754UW,ontime,[10-11)
US,LGA,214,2168,DCA,0,2,6,N721UW,ontime,[10-11)
US,LGA,214,2170,DCA,0,2,6,N719UW,ontime,[11-12)
US,LGA,214,2172,DCA,0,2,6,N733UW,ontime,[12-13)
US,LGA,214,2174,DCA,0,2,6,N754UW,ontime,[13-14)
US,LGA,214,2176,DCA,0,2,6,N721UW,ontime,[14-15)
US,LGA,214,2178,DCA,0,2,6,N719UW,ontime,[15-16)
US,LGA,214,2180,DCA,0,2,6,N733UW,ontime,[16-17)
US,LGA,214,2182,DCA,0,2,6,N754UW,ontime,[17-18)
US,LGA,214,2184,DCA,0,2,6,N721UW,ontime,[18-19)
US,LGA,214,2186,DCA,0,2,6,N719UW,ontime,[19-20)
US,LGA,214,2188,DCA,0,2,6,N733UW,ontime,[21-22)
RU,EWR,169,2403,BWI,0,2,6,N29917,ontime,[14-15)
RU,EWR,169,3372,BWI,0,2,6,N27962,delayed,[17-18)
RU,EWR,169,2703,BWI,0,2,6,N13958,ontime,[6-7)
RU,EWR,169,2303,BWI,0,2,6,N12924,ontime,[10-11)
CO,EWR,199,814,DCA,0,2,6,N24224,delayed,[17-18)
CO,EWR,199,808,DCA,0,2,6,N38257,ontime,[12-13)
CO,EWR,199,816,DCA,0,2,6,N59630,delayed,[18-19)
CO,EWR,199,806,DCA,0,2,6,N16648,ontime,[7-8)
DH,EWR,213,7299,IAD,0,2,6,N307UE,ontime,[8-9)
DH,EWR,213,7302,IAD,0,2,6,N674BR,ontime,[17-18)
DH,EWR,213,7303,IAD,0,2,6,N645BR,ontime,[12-13)
